,exam_score
25082,93
9584,81
41337,100
33689,73
44330,100
27272,75
23107,82
4187,48
3841,92
53502,87
47757,96
27130,100
45701,89
63635,98
55139,86
41894,98
65654,94
9797,65
21058,83
49948,100
47866,84
66614,98
34246,94
54358,100
2459,100
61730,77
16166,96
3454,100
35533,98
65694,98
48829,92
62767,99
57068,97
64992,91
40742,97
31129,92
51247,80
74900,95
24270,68
79214,100
32920,80
44569,100
4615,75
46864,71
20068,100
75376,100
12686,90
29063,100
64359,100
48588,94
60265,100
74052,86
59545,100
26264,98
3094,98
47165,100
47494,100
5939,93
62760,86
23130,94
71223,100
69449,87
55610,99
41745,100
68192,82
49398,100
18876,95
40720,100
57163,63
1544,100
154,94
58637,95
2444,95
57386,100
6742,94
63692,100
44579,92
24555,75
25715,95
56033,100
23132,100
64376,62
62850,100
34095,97
77819,98
1510,96
76953,100
38487,100
3344,67
47380,100
15539,80
53961,99
17041,85
61221,98
66755,100
24703,65
30070,64
62819,94
14633,91
77161,98
53713,94
20562,100
68044,100
48476,100
66986,100
4090,70
23450,79
27209,100
32464,74
42254,74
20929,95
46707,99
61933,83
74233,98
73426,96
78315,86
45107,94
37696,95
70194,87
57903,76
47076,97
51076,100
38753,89
68394,100
74244,81
36102,100
73848,94
77476,95
22957,100
75554,100
26621,74
60424,59
54180,84
41873,85
15951,92
68996,74
22985,99
29713,100
53591,100
78947,100
44392,68
20418,99
70337,100
38000,90
3365,74
29015,63
57264,96
57823,95
45260,100
31030,72
35458,81
23831,82
58477,100
51657,72
55389,100
38582,99
20618,95
38875,83
42051,54
41772,74
37761,94
71663,70
3581,100
6637,100
39869,70
46418,100
47376,83
51893,75
76195,100
45000,98
12415,100
42701,100
64431,75
9337,99
74994,94
15906,100
55076,100
56498,100
2050,100
2654,80
43179,79
676,91
25798,98
20076,75
68349,77
4379,98
16669,100
44972,98
25299,100
74752,97
68818,82
26240,70
39432,100
29618,93
62114,72
6706,100
36703,100
59588,99
2967,68
47425,100
64095,86
48100,98
28793,85
57231,70
23438,67
34810,100
66380,100
14375,80
35676,98
292,87
61764,100
54913,85
77577,90
31501,95
65651,100
4972,63
37432,76
39663,94
75033,88
53652,60
60990,88
39768,95
30650,85
13208,89
7153,70
28821,98
21168,100
66142,74
79426,95
18095,96
56475,91
25713,90
29958,62
14923,85
41049,67
65121,74
31654,82
49418,72
30865,91
39245,65
56966,94
50240,100
27161,76
22983,83
47514,69
19780,100
43048,69
70212,99
53151,75
38656,84
28811,99
37613,86
65262,75
54223,83
10314,69
48403,97
8704,77
57266,100
70906,85
1404,90
76546,69
48367,76
10056,84
58202,100
24862,100
52630,100
28697,95
65835,93
22074,95
31196,80
28612,93
65497,97
75169,95
70499,92
43476,100
31970,76
26645,91
10893,44
71549,93
57040,92
48906,93
51895,89
59425,100
38841,100
75587,93
37893,75
19968,81
71623,98
56403,75
38771,99
40519,70
75785,88
37145,91
8892,89
42502,100
34562,100
74365,58
55031,100
61144,65
47001,78
44163,95
1417,96
17541,57
67457,72
29615,68
64069,92
20649,60
44170,92
9225,100
1400,94
14494,97
13494,54
21339,100
6744,96
21245,94
72790,86
17432,54
20799,80
66256,100
24998,89
45483,100
34065,79
69270,72
28923,79
68887,99
63633,100
70970,100
70253,62
44116,96
56065,84
68320,88
24923,100
44601,74
72981,100
9359,92
48081,95
38749,85
37220,100
7045,98
33284,61
21851,92
32009,100
71266,70
56304,100
36749,90
16076,76
1256,100
31673,100
79593,83
43669,90
76771,74
55622,78
39923,100
40652,83
54638,100
17445,100
17855,89
58393,79
29435,99
34706,88
12534,63
7189,89
41821,100
52599,100
58692,97
68811,79
22320,100
58233,100
63935,100
69420,97
58683,98
23533,100
54247,100
317,67
72100,97
62103,91
43824,86
33367,74
56073,75
73223,75
46743,97
15246,92
13827,92
49653,100
8162,88
54149,100
50318,79
14213,82
5966,100
30574,82
2119,91
52564,87
30891,98
70953,93
52478,94
64756,98
49728,76
54522,98
59603,100
49612,78
69096,83
37617,80
45349,76
49775,100
44591,93
31225,100
10875,86
45102,97
28893,100
67425,65
78690,100
60255,95
8273,99
36905,86
11397,76
421,96
78657,100
64785,92
23379,94
22360,76
36633,83
56068,100
26538,89
29746,91
78165,97
42230,97
37433,60
49162,98
42027,97
14834,100
20538,83
16226,97
40895,100
67852,100
15264,85
32412,97
15266,100
58758,94
16485,63
29743,88
15089,75
33129,87
70236,94
21308,68
50108,96
13489,86
50548,94
56192,93
52090,94
24992,100
52374,74
66675,93
46160,100
64466,76
36354,100
72019,91
12410,100
68369,100
45087,100
41631,71
47896,100
40438,81
41676,94
79976,98
57279,92
26828,75
68779,86
40838,67
1198,89
20281,84
4353,95
71703,100
16614,95
59993,87
34064,76
29189,91
16405,100
74614,89
41546,99
44904,89
62993,75
14905,100
78136,97
48492,100
39823,97
25058,77
71212,85
70855,64
70734,100
31577,97
66721,77
22276,54
69622,92
15505,95
39918,100
47827,83
27002,100
31981,83
17692,91
27015,97
28541,76
66658,100
72495,81
15693,100
23422,89
22393,65
38905,92
45591,82
2568,89
78939,69
11327,93
19320,100
8658,95
42368,97
2190,78
7598,100
31621,100
76976,99
20435,100
20310,71
34456,100
50450,75
20601,92
41622,67
33517,83
18392,89
52149,94
30091,88
72938,99
28159,62
25710,92
17396,100
49207,91
61521,91
33395,100
76637,92
7706,100
641,86
25728,96
78370,100
9623,83
6471,98
77077,87
38991,99
79797,93
70079,84
1068,95
8296,100
67665,86
1887,84
21310,95
45914,100
35542,97
58924,87
17800,89
35304,93
50592,100
41544,54
38004,65
27108,95
13702,98
64039,100
57033,79
41803,100
30321,100
69510,100
75127,94
58672,69
70292,100
8402,73
49774,93
46935,71
75256,100
54477,88
40946,97
1600,90
31010,90
5724,88
48711,95
31776,96
77720,100
69980,81
39077,94
29736,77
75670,100
45632,99
2381,91
3170,100
17798,76
10521,95
75389,98
64479,88
48646,100
3464,100
49049,94
17225,100
41871,98
29106,85
69203,96
14975,88
46484,96
12809,54
27500,82
43084,88
47663,75
20925,92
42215,74
35893,89
27279,100
37964,92
25414,100
73060,99
59142,93
4908,93
61581,82
9448,100
24141,98
13942,54
49754,100
33455,69
50057,100
6532,96
3749,100
76840,98
67905,99
39949,76
41199,92
10989,100
57709,100
15419,100
57786,87
58029,100
53987,100
9589,68
28071,86
44611,86
27183,99
9158,99
71015,100
77246,76
58528,94
32104,87
36288,87
72568,100
65462,95
71231,100
47141,93
46932,100
46805,63
53610,100
2046,100
45535,79
41708,71
72912,92
12124,96
25582,59
43548,81
5530,100
68286,100
45749,79
36208,90
29561,97
61750,100
35554,89
35841,95
47605,96
33841,100
75590,90
18351,100
30675,100
23013,51
18005,97
62299,73
26930,73
20643,100
8209,100
21590,100
37418,86
65903,67
42566,99
65171,78
66190,100
13970,83
3681,94
6684,99
5014,100
33511,97
53177,67
13113,100
23659,82
18133,90
38650,87
10152,92
3530,91
73531,81
19071,96
925,80
31754,86
17512,65
49401,78
49981,100
13482,100
8440,90
26655,99
52838,95
39547,100
71185,78
35847,99
58665,99
51649,92
43392,98
58601,86
5145,81
43107,91
18519,70
39771,97
62946,100
176,58
67023,99
20501,76
74250,93
53356,84
64555,98
19917,100
70916,96
20285,100
15280,92
36119,100
46794,87
51862,90
72625,66
16489,94
58931,92
17957,94
64720,100
8970,100
54631,94
13309,48
35494,80
11114,100
46796,65
68771,86
64636,79
41982,69
75510,96
29678,82
49671,100
48182,99
33815,100
33518,98
71325,54
39449,94
6632,100
804,95
74695,97
68747,99
56860,100
63897,97
44166,88
66593,100
44673,92
7417,100
18065,98
41975,100
16310,100
39129,73
72891,100
9321,93
49527,100
24870,62
61372,87
50736,96
69188,74
43659,76
55999,100
57702,100
64644,84
27871,89
20263,77
6215,97
55308,100
17838,100
29204,97
20906,65
15634,93
66257,98
66352,94
54325,99
2228,100
70102,94
28804,90
70392,72
71600,97
28708,92
79005,100
9585,93
77881,99
63554,95
18128,89
41858,100
12360,95
39099,71
68583,72
73618,70
9529,95
48502,69
65392,68
27341,94
17474,75
18883,69
58274,100
36347,83
2941,94
38489,100
3484,63
59670,96
72793,100
25239,100
71960,82
12878,100
2160,81
12644,87
19726,74
46499,100
44720,98
27415,100
70486,89
33127,82
11285,100
4559,100
79106,96
34481,97
73561,98
965,100
45872,60
32909,98
14061,94
29589,97
18512,71
21309,100
26792,66
55844,86
63062,99
48716,89
16411,68
61268,100
14122,92
9625,89
28540,96
3750,89
18165,75
26643,100
8350,72
54193,100
41327,68
13758,94
24494,100
76393,92
79774,81
6686,95
76010,80
79746,97
25932,87
39612,88
74222,97
73368,92
16263,78
57744,73
12070,100
28508,100
65650,99
16969,79
14349,100
77813,96
34782,98
52734,70
15698,100
16116,93
20578,100
61008,100
50846,80
51313,70
51613,82
62244,100
62647,86
69606,75
44910,97
31141,82
65965,98
2611,100
78830,93
16948,65
54417,100
53217,95
35679,100
41697,87
11886,64
45214,73
41646,98
21956,84
68180,78
2055,100
73106,65
46224,98
28083,70
70224,94
65888,79
66570,95
19322,67
3118,86
4603,100
20656,77
32928,85
58882,97
7105,62
22567,100
12029,96
30152,96
10200,96
62584,100
54024,60
31933,82
44501,61
34520,94
40025,88
39884,62
73024,100
62885,99
35369,98
75211,97
64820,98
69662,93
78642,96
72146,95
14826,79
35537,97
40906,82
47095,92
36557,93
51573,97
53233,100
1998,82
38029,73
41375,97
65794,74
53703,95
69542,98
30284,78
5197,79
13454,94
50918,95
68465,76
25839,82
24430,71
76622,60
61671,98
61913,85
25963,99
34216,94
73198,100
35408,85
66573,62
19433,74
4452,96
12660,98
32501,89
61846,100
58580,71
51241,100
2778,80
67584,89
72163,100
78033,65
72305,78
51074,100
60792,96
36027,100
6376,92
1398,100
53619,88
57262,76
72750,100
48067,85
64535,100
76300,92
77529,95
39567,93
22272,90
65845,98
61740,100
73058,100
68324,91
1322,99
23360,72
77362,75
28950,70
33997,85
4738,86
36259,90
29351,100
2528,92
57509,85
56844,85
37931,100
8489,100
42359,98
49392,95
67847,98
71065,100
22437,86
77307,80
31689,100
26116,98
64055,88
70031,83
65536,95
69320,78
24989,82
17324,93
73265,100
32318,100
65045,75
40235,85
56918,69
76744,100
35587,96
35921,100
34613,96
10733,89
8745,68
76697,99
72988,57
49492,67
18581,100
10492,100
25288,79
7932,96
23099,94
75793,100
62153,85
38712,100
15159,76
7855,93
70071,97
26403,93
48840,100
22391,100
10992,87
29164,73
42822,77
41822,95
38022,85
32897,79
50818,73
29365,80
21614,84
78132,75
9415,100
26478,97
25657,90
28951,100
72290,100
46637,76
77766,95
62734,66
63546,80
7752,75
55551,99
25185,84
32181,87
31072,88
57930,100
79243,70
33598,62
27232,97
61271,98
27281,100
74916,81
67088,100
73794,100
30679,81
36979,96
37718,85
53549,100
38828,100
11080,99
19507,92
64830,76
75399,98
12330,100
55024,85
40060,94
52521,100
7905,91
14594,91
28370,100
77455,100
14226,75
14098,100
59864,83
20136,69
5081,100
1423,71
59077,87
62079,99
75218,86
22506,100
5894,99
16912,98
11898,100
76867,95
43486,62
46194,73
2461,87
51222,99
16147,100
62232,100
53704,100
43036,86
7630,85
37225,86
60314,97
24779,87
10345,96
9191,100
43970,100
4650,100
67936,72
2695,98
2209,56
826,99
33938,95
25784,96
75348,84
25560,100
52421,82
24939,100
27566,92
69390,97
40210,93
35590,92
28027,93
62637,97
77754,100
74366,89
17193,95
64015,88
10317,89
68248,80
58638,100
31544,100
29985,95
13453,73
17009,100
17274,73
25138,96
50205,89
18910,90
60129,87
35878,79
40194,63
37554,65
66936,94
46149,78
59556,87
13452,100
58022,90
42739,100
79722,93
59113,93
54072,74
53408,100
6556,99
16025,95
61130,74
42823,100
74442,100
18591,98
6619,100
35112,100
41849,74
7075,100
554,85
49476,62
26770,100
56373,89
16339,95
28024,68
33468,100
20959,81
1293,76
45919,91
16513,100
53590,95
42053,99
66553,100
40305,95
36331,100
57824,60
59187,100
23386,71
57932,100
37111,97
52086,82
28158,100
17054,98
47046,89
1986,100
48203,99
51173,100
41758,78
58844,100
38563,97
24147,100
70672,100
4348,96
40283,89
36777,78
29310,78
42467,88
38646,80
1564,92
46358,97
60523,74
42493,90
78056,62
71619,100
30301,70
11442,100
55472,100
2755,100
58449,62
8709,73
53292,98
56157,96
29350,100
42164,58
40391,99
74649,100
29411,95
13321,92
52133,93
21124,100
19463,90
18172,63
44807,72
64667,76
11849,89
15773,100
71925,83
56232,95
26979,100
2074,78
70834,78
79004,79
65703,84
78662,89
75346,98
71721,95
5972,75
21957,82
45158,96
55155,82
26649,82
3687,77
28046,96
26808,99
10213,100
113,100
49449,75
21106,88
24801,76
63514,80
68893,100
67733,100
51991,94
70221,92
28866,98
14473,92
36646,74
64600,74
49705,95
46829,100
78520,84
5036,89
68412,89
71953,91
7919,67
74122,98
49643,82
53092,94
65091,98
33328,100
17919,88
25398,97
48885,68
54945,100
4322,89
45716,97
65541,100
63205,76
12349,94
67821,91
5415,71
55211,78
54842,100
10371,100
64309,100
20766,92
59946,88
70958,80
33236,91
8757,99
15706,92
43311,100
289,84
27535,89
69554,99
73313,89
23128,86
71084,76
30543,76
32306,87
14573,77
5705,99
16008,88
63176,100
79586,94
36801,100
49470,80
31409,97
34581,98
35264,76
52790,73
14751,100
66741,95
62167,95
64892,100
77235,91
76204,89
74787,95
49294,100
61961,63
77946,94
47099,61
36907,73
28991,93
24833,93
79318,92
66181,94
47211,65
14095,90
66892,77
20921,91
56470,80
41911,95
65268,73
69240,98
55787,95
12381,94
72756,56
26196,49
22158,100
69437,100
53253,71
12299,75
53670,92
71411,100
31938,89
1699,100
60123,100
76277,100
59006,83
71580,89
48753,86
43188,100
3996,88
69972,100
63882,85
7939,89
5686,100
38880,80
55171,95
21307,99
1942,97
6478,78
46861,87
69025,97
37118,75
18428,98
51295,80
11174,96
24827,93
33482,91
41844,72
44848,100
47058,78
57513,96
69932,90
74284,87
15962,99
48953,93
38387,88
21628,100
50984,97
45871,87
60729,99
69456,100
52463,99
76047,100
39268,100
12907,76
27601,100
56979,100
13663,85
36901,100
64207,81
14158,85
57844,84
18932,98
69410,82
43547,92
46068,100
58808,88
28057,76
29071,88
29846,100
10820,96
46310,95
79992,76
63788,100
8014,78
70179,67
31105,97
62973,100
67515,71
77852,100
46843,85
12643,70
49966,98
33356,100
14310,82
68492,100
78979,75
53990,77
22234,95
35209,83
47914,78
41269,81
66757,74
3673,79
42343,92
62619,80
8908,100
35351,100
30806,100
68254,91
54102,100
28636,100
68989,83
42203,81
2166,100
55627,100
36926,85
38918,85
78755,78
25946,71
29729,81
42623,100
1116,100
37930,74
35652,87
67209,100
54328,100
71326,99
66503,80
66652,76
16876,94
19147,98
11170,71
54484,79
63231,81
7172,84
28990,98
7636,96
56569,82
44062,98
17091,86
6426,76
33848,92
33452,65
76270,100
15262,67
76233,73
57611,78
27008,99
11079,98
44212,95
23466,77
67216,84
45990,100
70663,79
51891,95
57570,96
5717,72
72830,96
77372,99
45415,76
36969,81
18887,100
69727,100
52659,93
66831,93
17401,100
40627,89
55494,100
76065,100
47143,100
13637,100
28650,89
24144,90
27067,100
6225,79
79100,83
28176,100
16826,89
78781,100
1550,99
59534,100
36007,79
13937,83
20089,94
79007,91
7511,100
24175,99
70283,93
67766,67
29689,55
78729,100
74946,90
48850,80
79025,94
40643,98
38521,60
14424,100
16968,79
50568,97
17972,100
72365,93
62102,97
10300,67
19822,100
59007,71
56196,83
5996,80
71051,97
43411,98
48782,100
74404,76
38705,93
65714,82
11822,84
76574,100
13339,100
68607,100
61111,77
13907,97
75712,100
4668,90
55859,100
51885,97
30018,95
62682,96
18803,100
55188,98
5125,99
74850,100
11092,84
63464,77
71098,82
43252,100
56807,91
51798,82
27521,65
73253,74
28013,77
8779,74
34521,83
38437,100
59169,99
41052,100
50630,97
32143,61
27235,82
8645,97
54432,81
76055,87
26414,93
65153,97
62814,90
41647,100
62755,93
42872,96
11363,94
52112,100
15865,100
68566,75
54200,97
66840,76
18245,71
36576,78
44417,96
59144,76
24528,75
64147,76
49219,100
18301,96
15162,77
69835,82
59082,80
5228,98
54604,100
41833,89
69256,87
51439,84
46340,89
27128,100
47207,100
71093,98
56592,75
69652,85
17214,100
31897,63
16990,97
59223,96
79985,97
12337,80
58905,75
33557,100
23847,76
39108,97
39204,88
29403,68
28183,100
71473,84
43230,100
18524,83
25204,90
52545,88
36784,84
68398,92
79972,93
44885,80
69019,100
37873,97
67053,86
58840,100
24454,98
890,99
27729,81
21170,91
73573,85
34349,60
41686,97
30031,92
16458,87
58610,75
7174,95
2152,97
37884,50
58309,100
20813,91
13691,83
24105,89
42968,61
8813,87
14215,90
63235,100
74672,100
55482,80
4252,93
61701,100
7374,100
25786,98
52993,100
70045,93
66590,78
72003,69
73315,100
78762,100
67532,100
46541,88
35186,86
18998,96
75355,100
4203,92
69913,50
53514,97
13195,88
45006,89
16921,58
43586,100
6251,67
63700,98
2743,78
59153,85
13537,87
49675,94
71484,93
29655,100
54201,93
30922,100
35567,100
63380,100
79778,91
61947,100
5139,100
32924,100
31165,91
60726,93
17061,96
26872,94
41224,92
67384,91
32557,95
74727,74
30330,68
17194,98
35749,87
35481,100
35682,88
35637,94
37019,87
64240,98
72443,92
54977,92
23798,72
24883,100
62602,75
67090,84
19454,100
53163,91
25532,100
50436,98
5149,64
8847,74
35299,94
35144,86
57959,93
12490,100
77185,100
27794,77
13817,100
35895,76
2171,100
18957,92
13343,78
7786,98
13154,82
6865,94
44169,100
47440,100
63031,94
49004,100
72560,65
66881,80
77979,98
45513,78
11719,85
19476,100
38552,92
12201,95
75683,93
18921,100
78610,100
26266,100
77068,98
31293,68
30136,100
23243,95
77966,75
64651,98
28229,79
12604,95
62722,55
6485,96
157,60
45323,75
18736,100
28888,76
22049,85
28218,79
44778,67
19083,71
75382,70
31286,87
8441,92
18824,77
23003,100
39364,100
40097,87
17806,100
67100,93
63617,76
1283,89
57931,91
61139,82
3246,73
5654,94
62656,97
51561,73
44148,100
30604,91
60974,100
36803,76
63944,89
7446,94
68023,96
27125,100
25377,100
13967,71
11574,95
65892,95
30855,98
22304,76
16036,73
52077,79
60839,97
54429,86
49846,84
49890,91
10339,77
393,100
50325,66
37097,73
79881,100
654,79
13036,100
50072,100
21166,74
77290,63
30437,94
15941,94
63103,72
65276,81
19394,91
37476,67
41128,91
50752,98
48834,100
41954,92
7456,94
37759,100
15236,95
62101,96
65787,95
44771,100
42628,99
53960,59
67991,88
10530,82
44123,75
10415,80
18064,91
65372,75
75451,92
40239,66
24290,100
47030,100
24581,94
4176,100
53878,100
40202,92
62069,100
36814,100
58106,64
21026,100
15253,100
59294,81
28935,66
41143,87
53089,92
57935,100
63193,89
72340,100
69940,100
67034,92
30608,100
10323,100
26243,73
50793,93
59023,86
2125,98
15308,84
31805,73
32462,96
51148,100
9577,100
55313,68
50482,90
49255,65
25310,83
48661,100
18244,100
57682,90
62002,55
38417,84
38459,72
13946,100
46016,100
34172,93
36146,100
19614,100
40049,70
48304,75
54704,100
13408,75
51620,100
15498,100
27085,76
59236,90
4037,99
15661,62
65980,89
69514,100
26297,75
974,89
71366,90
47144,100
49870,100
64559,98
7962,98
36025,100
37142,100
3967,94
58963,89
53822,95
61131,93
55320,100
38633,99
29272,91
78969,89
24986,89
65506,99
45280,96
25767,72
50218,95
7802,58
34013,83
15731,100
66954,92
11326,98
43752,80
2907,100
55109,93
9264,83
5025,83
49394,98
39813,65
20146,83
11755,81
3707,99
45085,98
40150,100
73932,75
37367,94
71922,100
23404,65
79790,94
34537,70
35251,77
75961,83
20357,99
14893,100
45121,97
44341,89
78843,76
37130,82
25719,93
50069,96
22316,100
8544,89
75375,77
53846,88
38621,89
38703,90
72958,84
29201,97
30636,74
2724,97
17685,79
73262,100
15544,100
66408,100
28544,79
28274,100
29120,100
3807,75
13608,74
67065,93
2073,100
23788,87
54052,100
4720,100
14672,74
61770,100
11489,73
55971,69
40282,83
19698,97
54317,99
76452,100
37372,100
78106,96
74583,91
27321,78
51545,84
77871,63
770,100
77042,98
16640,92
27549,68
29042,88
2012,97
64782,91
70109,82
53586,100
23396,56
22574,62
32951,90
52132,97
55057,83
14699,95
55425,93
34683,89
1142,96
7275,87
73547,65
70054,95
29543,91
10043,58
38512,96
27140,96
54506,92
38432,76
72102,96
52538,99
42766,94
15732,99
77489,100
2919,80
19298,88
54045,97
53437,97
7449,100
25773,53
50168,84
10313,83
20768,100
4060,49
37408,81
66649,99
47460,100
5424,92
25991,93
55382,79
73380,94
6513,83
44774,65
77287,93
72072,69
47640,93
46132,100
14324,92
26214,70
47235,98
58812,100
38369,89
38949,100
52097,97
47264,62
49271,100
20676,100
41198,92
3286,68
78618,99
52486,93
41768,75
14718,65
10437,93
13450,63
71515,96
62403,100
77957,100
7578,100
31771,85
76518,97
68455,88
51611,82
27138,81
19504,87
15059,98
8357,100
67899,79
31782,100
35097,96
33901,73
77165,99
65297,96
9155,67
51504,97
36309,100
10014,84
28246,98
66879,98
43305,90
3437,70
23861,100
11866,88
62443,91
43794,76
26281,100
46144,100
61444,96
68491,65
79134,87
7986,100
817,92
44992,97
7742,100
4969,91
24443,92
46569,96
14870,100
27429,72
44244,100
58535,100
21088,92
27122,100
531,100
40965,100
26272,100
16627,96
27144,87
43613,75
66599,78
76590,100
39494,96
50018,100
17271,96
16198,100
45060,67
33572,95
22403,70
49897,100
61410,99
60742,91
42,100
11394,78
4739,80
1977,79
49744,86
6796,73
34260,100
54799,92
59196,95
16250,95
57347,100
17812,100
70243,100
44132,88
27115,95
17884,94
10956,100
62060,95
68745,98
78833,90
18875,83
36081,93
79248,86
218,91
30638,94
58744,70
79809,89
1979,88
12755,85
23695,98
20853,86
54714,100
15879,100
56111,86
64706,77
10909,92
19524,74
37308,100
53862,82
54029,87
5983,72
65176,100
41445,85
45988,100
79127,72
12402,79
33987,100
54483,84
32119,93
29108,86
51232,57
29683,100
104,100
48548,100
78515,100
414,98
56432,85
20748,96
62410,100
25943,63
55896,88
12520,97
53310,74
2534,100
47161,100
26085,81
37331,90
18898,98
10002,84
7228,98
12670,98
11854,78
56661,96
23881,92
54848,95
59802,100
45644,96
79336,100
21374,100
21801,97
49417,88
14069,100
50215,99
61718,100
45236,100
62992,92
15137,96
18863,100
55762,75
75061,96
12101,97
48161,100
54586,100
42917,100
27607,98
42045,97
54445,77
27133,99
28217,100
4264,100
71554,95
65674,87
51280,82
39553,100
42961,98
50893,99
41091,76
48938,100
52639,96
2490,79
10888,92
55631,87
42080,96
53001,80
50292,74
77858,100
56385,100
14317,85
57926,100
64761,79
3034,100
62539,82
53009,85
74963,100
66911,83
46231,98
50627,76
54463,89
3378,78
32207,92
38438,99
35977,100
3264,70
10151,74
9389,100
65072,98
54184,99
4820,100
13832,100
39453,95
35240,96
57319,99
23479,100
51786,80
8437,99
64929,100
39482,98
53930,79
14805,81
50920,61
53615,81
64041,89
32577,100
48877,100
10171,100
31821,100
16182,87
33678,89
20358,94
77572,100
29363,96
68952,71
14812,91
39661,60
50083,99
58893,100
2375,74
26260,75
32527,91
64258,100
72612,75
60930,93
65382,98
28266,100
40858,63
53225,100
14566,93
53726,97
79126,82
944,67
3166,81
65184,88
68308,80
55203,100
296,87
7005,94
69960,89
26410,97
15568,99
23238,95
66510,97
71460,94
60472,97
29026,92
4467,75
71260,100
62371,83
4189,97
39144,98
13662,100
43151,100
75429,92
48343,98
19575,92
57948,100
8626,100
75482,90
56503,100
77653,95
73065,100
49762,100
29291,80
26994,88
6968,93
17784,100
43285,90
74827,80
70099,81
38824,100
11666,100
29278,96
71860,90
74913,81
68439,91
19069,98
45907,80
20386,99
53096,100
66803,97
50152,100
52227,95
9290,100
34932,84
31996,91
44233,86
33338,100
25360,94
29740,100
67349,90
47682,99
15263,100
78766,63
50245,82
9705,73
77508,69
46959,100
33409,92
79506,67
42796,96
18779,100
71070,100
68060,94
7903,100
36917,88
49422,79
4631,100
4596,100
72476,97
13346,70
39575,100
28279,83
38867,61
47391,79
4086,100
33220,94
71557,100
75411,92
37701,66
68257,62
54078,64
63791,97
77942,87
73748,83
65454,90
70662,86
75171,100
57044,91
9498,71
5884,82
54406,95
60894,87
27375,95
51113,90
50806,100
79480,69
13729,100
55740,100
2058,64
37362,98
51292,59
25891,66
24651,63
30756,91
64646,91
74360,96
74011,83
466,90
42290,93
30202,98
40850,86
38948,100
48498,97
52751,59
7496,84
25039,75
23050,100
49549,100
64350,100
4830,97
24761,100
8393,100
68053,81
60448,90
885,100
37013,100
52476,100
10710,90
45991,99
61033,80
56986,95
75639,96
19942,76
14759,74
11931,84
43718,83
62833,63
18595,100
21889,60
45299,95
30431,89
65715,80
78470,100
38104,68
49396,65
38792,84
13732,95
79833,100
74248,100
29434,75
36284,100
7458,98
47169,75
17153,100
63674,72
63793,95
20526,88
41537,71
1380,71
48481,86
48861,99
56656,89
42506,100
61735,100
42200,84
55259,69
14533,100
53477,85
74465,72
6999,64
290,93
23061,96
38772,86
60084,100
19090,98
16680,88
73945,100
61854,100
39434,97
70739,75
58898,97
7753,100
79763,87
72618,98
7170,96
73206,95
36527,71
39571,91
71147,100
52016,98
48469,74
60609,97
48085,88
40624,100
18203,78
18873,88
46685,100
78727,96
36775,66
9861,95
40184,100
18405,79
78012,100
17643,96
42324,83
23634,90
49712,98
12785,100
73248,77
9349,100
49172,84
42058,100
33660,90
55893,62
28242,100
9196,100
72728,100
76129,95
48246,100
21333,100
14540,99
19956,100
71879,100
544,74
71576,66
21950,96
299,92
13750,70
75045,93
33766,86
46444,76
24541,100
75206,94
808,93
9038,100
4349,96
274,100
10298,93
32982,86
1086,82
31252,96
45316,99
42228,75
12822,95
41604,100
12419,83
45593,98
73568,96
69485,85
40804,86
62324,96
7377,100
31734,97
30426,87
13027,90
4102,100
13801,99
35571,87
11295,100
8633,75
30813,88
31849,98
51311,100
36755,100
78599,74
28133,97
49105,94
25515,100
49929,65
62559,100
64834,85
64151,68
42996,100
78027,94
1281,90
21471,64
58036,99
51841,99
70462,99
41250,89
61049,76
66777,91
48767,98
2647,83
40009,91
61731,92
44793,89
47804,100
10181,95
31112,77
11756,100
49660,95
26788,89
33889,72
62327,89
57122,100
11609,92
14263,84
14360,88
31595,78
79181,91
9886,78
34730,100
55974,92
3182,100
17083,82
9795,100
53042,97
14662,77
6650,90
45008,100
9609,100
32339,89
38688,74
8624,95
40889,100
62676,69
11711,100
10271,100
14572,76
72141,97
7733,100
78229,59
53899,94
10697,92
32717,89
47973,90
17637,75
31536,100
42826,87
48228,65
15199,98
22683,66
32723,85
17505,97
13638,97
2276,100
24701,86
16734,100
79421,57
60079,77
15122,71
3426,76
11626,76
41766,99
26752,86
36408,100
10442,95
8203,100
16860,99
63839,93
73398,88
13004,49
17818,98
5658,96
20096,100
39033,93
7966,87
67582,100
34554,93
30160,84
79999,100
13040,99
52998,100
41030,63
72232,92
69211,94
46776,73
61758,67
69899,96
27319,89
67750,68
1004,100
9039,74
34125,86
59327,69
54965,94
56808,96
39473,94
3800,89
76850,84
29041,100
66959,95
70002,92
45370,100
50909,100
20668,69
56677,100
16249,97
24671,82
68434,91
72552,100
40053,68
78150,83
47288,96
13236,73
47888,82
44053,100
43222,100
17590,93
55246,86
62572,99
28448,95
58277,96
71522,86
5806,100
20862,100
54952,100
77028,84
10524,73
48946,83
71317,100
66581,85
18993,82
12870,64
11274,100
65901,81
52346,62
67696,95
19949,89
67794,95
13067,99
35880,97
16288,99
44007,66
38267,84
34112,100
29080,79
22776,100
6575,100
73979,100
19419,98
57648,95
51822,96
49187,82
5746,84
57095,90
21103,82
19549,100
5892,76
34886,89
10624,76
69327,93
6375,61
10791,91
21931,79
12593,97
22608,86
45413,100
20831,100
30461,56
19530,94
46035,100
33306,74
69091,100
79656,100
27294,100
45750,77
26730,98
